小区,纬度,经度
盘蠡南苑,31.2724,120.622001
南城丽景,31.252243,120.643019
上河原墅,31.25518,120.645626
盛丰苑,31.258085,120.635795
塘湾里,31.263449,120.635603
双冠双银星座,31.282958,120.632054
吴苑别墅,31.278961,120.631353
吴中东路159号小区,31.277865,120.637988
吴中村,31.277421,120.62859
吴城铭座,31.258594,120.641021
文曲路260号小区,31.271291,120.647655
文曲路5号小区,31.2705,120.654864
塘湾新村,31.262226,120.634947
团结桥巷小区,31.282521,120.637259
团结桥巷3号院,31.282252,120.637568
富尧山庄,31.202374,120.538908
太湖祥和园,31.272145,120.622131
苏粤工业小区,31.257329,120.635826
苏达公寓,31.268765,120.630728
苏宁工业小区,31.254934,120.635408
吴中商贸城,31.253882,120.638395
吴中商贸城六区,31.251689,120.641505
吴中商贸城五区,31.254538,120.63979
吴中商城小区,31.262242,120.640048
吴中西路57号小区,31.277981,120.631489
吴中开发区商贸城四区,31.25254,120.638877
吴中西路小区,31.277954,120.631291
先奇园北区,31.277311,120.627876
西塘南巷4号院,31.279099,120.63271
下田小区,31.25961,120.648577
新吴楼,31.278673,120.646842
新门路52号小区,31.263446,120.618194
先奇园,31.276197,120.627161
馨苑别墅,31.274522,120.650477
新吴苑,31.27244,120.625316
尹山吉熙苑,31.242511,120.679155
月浜西公寓,31.269734,120.642622
原墅名君别院,31.277209,120.619419
月浜东公寓,31.269758,120.643816
威尼斯花园(别墅),31.263965,120.649836
职中新村,31.2724,120.626692
招商长堤,31.218199,120.62283
盛丰苑(别墅),31.258085,120.635795
月浜一村南区,31.274838,120.640256
碧水湾花园(别墅),31.2623,120.649409
红蓼花园(别墅),31.250585,120.620271
佳运花园(别墅),31.266305,120.630837
泛华嘉园,31.260657,120.531047
嘉宝花园一期(别墅),31.275341,120.647862
中南雅苑(别墅),31.274346,120.641129
胥口财富广场公寓,31.243267,120.490928
诚河新旅城三区,31.273361,120.566889
翠坊二村,31.25914,120.532902
范家场,31.284199,120.510315
合家欢花苑,31.27997,120.528312
东欣新村,31.258774,120.509587
汾湖小区,31.266416,120.553713
姑苏新村,31.251998,120.53066
简之韵花园,31.218522,120.613603
林华小区,31.265531,120.526139
灵岩花园别墅,31.263977,120.514778
聚信花园,31.244911,120.491695
金叶小园,31.275,120.523917
君和公寓,31.263364,120.551771
康悦家园,31.258954,120.547531
锦悦苑,31.220791,120.608503
金耀新村,31.262771,120.516285
木渎枫江路工业小区,31.274269,120.554762
金辉越溪原筑,31.215611,120.595298
日高花苑,31.275751,120.522662
尼盛西城,31.233764,120.492907
塞纳晴园,31.278521,120.528418
溪翔新村三区,31.214521,120.593073
孙庄工业小区,31.236341,120.528061
石湖华城湖郡,31.228132,120.610666
溪东新村四区,31.209785,120.604398
石湖小镇,31.212115,120.588078
塔韵广场,31.217174,120.603265
吐哈石油新村,31.262109,120.521913
天灵小区,31.266759,120.519887
溪翔新村二区,31.212445,120.591533
下沙新村,31.261891,120.522322
溪翔新村一区,31.215101,120.597024
诚河新旅城,31.274196,120.566901
胥口教师新村,31.240754,120.487274
一箭河山庄,31.23983,120.480313
绿城春江明月(别墅),31.258696,120.56428
越湖花园(别墅),31.212068,120.588782
馨乐花园(别墅),31.269792,120.51546
东胥香花园(别墅),31.230349,120.484684
合家欢花苑(别墅),31.280452,120.529767
山合院(别墅),31.260087,120.496692
南溪苑(别墅),31.220405,120.611117
胥福里,31.2464,120.490646
西郊花苑(别墅),31.241913,120.482943
棕榈湾尼盛山庄(别墅),31.275083,120.514603
太湖莲花园,31.231284,120.475457
恒润太湖度假区公寓,31.22281,120.424789
福韵花园,31.287418,120.403089
太湖西溪里,31.298715,120.40645
太湖天阕,31.228428,120.448656
隆香园,31.230691,120.46906
昆仑邑墅,31.226087,120.453597
环香小筑,31.230552,120.470244
太湖玲珑花园,31.230307,120.462968
怡安别墅,31.23547,120.408506
太湖纯水岸二期(别墅),31.230372,120.420451
中信太湖城知湖轩,31.224297,120.430201
托斯卡那东泰花园,31.139459,120.477573
浦韵苑,31.171268,120.508828
万庄苑,31.167402,120.508376
银藏一村,31.1336,120.470678
建屋吴郡半岛,31.195932,120.622406
南菱花园,31.143884,120.487266
泾湖家园,31.165611,120.541003
太湖富力都(别墅),31.169204,120.507563
太湖古北雅园,31.100912,120.312105
莫厘二村,31.085955,120.414707
涵月楼花园,31.092111,120.409367
古北太湖源,31.097981,120.31088
人民街47号小区,31.087785,120.410165
昌兴復园,31.143583,120.329386
永乐盛世江南,31.046091,120.375695
丰谷景园,31.131213,120.316712
太湖洞庭苑,31.135286,120.318227
洞庭明月湾(别墅),31.134667,120.315354
稻市弄小区,31.27391,120.877378
安逸商业广场公寓,31.269637,120.876285
地园新村,31.279767,120.878597
澄湖花园中联1期,31.287176,120.87613
甫雅苑,31.265487,120.880657
甫澄苑西区,31.266829,120.874654
甫澄苑东区,31.266698,120.876697
甫里街公寓楼,31.273013,120.872996
甫淞苑,31.294326,120.859006
东苑花园别墅,31.287453,120.883413
皇爵花园一期,31.285961,120.878747
吴风甫里街小区,31.273521,120.874663
汉泰纯园(别墅),31.266895,120.874678
厦亭家园,31.359736,120.786544
泓润新城华府,31.272701,120.864132
畅苑新村二区,31.368022,120.786447
雪莲花园(别墅),31.283412,120.874094
映月花园别墅,31.283313,120.88327
清风路86号小区,31.27428,120.872203
水乡嘉苑,31.271344,120.881584
锦绣公寓楼,31.278003,120.875817
金澄明珠别墅,31.247689,120.852133
夷亭二村,31.362696,120.796831
青苑新村三区,31.371572,120.797696
怡邻社区五区,31.378805,120.812089
夷亭一村,31.364721,120.798985
怡邻社区三区,31.378805,120.812066
怡邻社区四区,31.378821,120.809839
怡邻社区一区,31.380681,120.809134
翡翠湖公寓,31.37798,120.744314
阳澄湖滨花园大厦,31.384294,120.803354
东港新村十一组团,31.328781,120.656036
清华紫光国际中心,31.365949,120.731667
城市水岸,31.297083,120.666975
阿卡迪亚一区(别墅),31.376703,120.739801
葑谊新村南区,31.293631,120.663493
东港怡乐花园,31.324932,120.657611
东港新村四组团,31.328658,120.658418
东淳苑,31.32058,120.657673
东港新村十组团,31.330349,120.659362
东环路221-223院,31.328296,120.653836
东振花园,31.297678,120.664218
三华小区,31.284332,120.675549
湖熙人家,31.316441,120.685649
华成大厦,31.294534,120.669018
群谊新村,31.291817,120.670131
群星苑二区,31.285948,120.669373
泾园二村南区,31.345393,120.669825
娄门路166号小区,31.332795,120.655667
泾园南社区,31.344999,120.671563
娄门路130号小区,31.333183,120.657296
南摆宴街小区,31.292405,120.66908
锦程之星,31.288578,120.674637
澜韵园,31.31542,120.688389
宜家公寓,31.31479,120.667477
夏家桥129号小区,31.306728,120.66022
中海御湖熙岸东区,31.302913,120.690016
徐家浜新村北区,31.316904,120.658791
徐家浜一村,31.313872,120.658933
御葑庭,31.295256,120.669471
韵动汇,31.299659,120.667309
宏海大厦,31.320054,120.673459
东港怡乐花园(别墅),31.325121,120.657099
城市水岸(别墅),31.296955,120.667022
文萃苑(别墅),31.295642,120.667678
荷韵新村东区,31.303688,120.738396
敦煌新村二区,31.299387,120.749717
敦煌新村三区,31.300637,120.744989
高扬安泰国际广场,31.304469,120.740948
若水家园,31.265562,120.762928
莲香新村三区,31.303282,120.745887
莲香新村二区,31.304122,120.746238
主场双层纪,31.310322,120.772782
湖适(别墅),31.303867,120.729116
亭南新村南区,31.355455,120.811997
新盛花园东区,31.306367,120.836627
吴淞一村,31.303218,120.829581
古娄二村三区,31.347122,120.706086
鸿运华庭别墅,31.249771,120.7556
塘北社区,31.288328,120.684218
高浜三村,31.352132,120.695008
古娄二村二区,31.348376,120.705135
壹湖,31.286875,120.685899
中房寓上湖,31.287473,120.686483
中茵星墅湾(别墅),31.285171,120.684477
高浜二村,31.347888,120.697261
古娄二村五区,31.348017,120.709446
东园映象,31.353766,120.697659
高浜新一村,31.347688,120.695622
高浜一村,31.350281,120.694362
古娄新村,31.352941,120.705369
古娄一村二区,31.353551,120.706698
古娄一村三区,31.355397,120.706632
临芳苑三区,31.349301,120.690932
建兴国际,31.352741,120.704094
张泾新村一区,31.347025,120.70308
新娄花园,31.353864,120.698731
唯E都汇,31.352291,120.704412
招商花园城(商住楼),31.375664,121.454401
毕加索园墅,31.217405,121.654418
湾流域城(别墅),31.152115,121.522856
新舟金郡,31.448215,121.13098
政修路11-29号小区,31.300252,121.515902
新芦苑,30.879634,121.855888
康桥名邸,31.138737,121.58753
荣都公寓(首期),31.020779,121.250178
碧海金沙嘉苑,30.830681,121.520425
南府新村二村,30.874324,121.547233
北中路280弄小区,31.189919,121.563884
东沟三村,31.298451,121.580738
莎海惠晨苑(A区),31.046375,121.771651
绿地无双(公寓),30.944662,121.502591
康桥半岛国际公寓,31.141113,121.588425
东靖苑,31.29848,121.585115
民星路600弄小区,31.318204,121.539274
巨峰家苑(别墅),31.284203,121.609089
莲安西路65-117号小区,31.18705,121.560439
临港首府(公寓),30.906098,121.912322
庙泾新村,30.923154,121.496719
申立苑,31.237848,121.555226
南郊花园(北区),31.117107,121.577265
汤巷馨村(南区),31.144053,121.608109
桃源艺筑,31.05919,121.755968
西江湾路101-115号小区,31.272579,121.485105
黄兴路1039弄小区,31.286355,121.529644
军工路339弄小区,31.292347,121.561898
政修路29号小区,31.300532,121.516064
政修路21号小区,31.300532,121.516064
城南路198号小区,31.045694,121.757185
华山路823-827号小区,31.220282,121.446004
石笋新村,31.028606,121.647783
重庆北路209-211号小区,31.233055,121.476158
五里桥路252-258号小区,31.209333,121.486587
莲安西路117号小区,31.186966,121.559917
金桥路226弄小区,31.272432,121.575901
莲安西路35弄小区,31.187101,121.56139
莲安西路73号小区,31.18707,121.560865
莲安西路65-81号小区,31.187112,121.561054
莲安西路101号小区,31.186997,121.560159
石皮路54弄小区,31.201999,121.708842
安化路396-402号小区,31.221241,121.428363
安化路413-421号小区,31.221071,121.428062
东南三村,31.115903,121.590155
仁德路67弄小区,31.311546,121.496294
需锁定,31.259432,121.616246
爱立诚大厦,31.260039,121.617032
禹州金桥国际,31.26195,121.619847
禹州蓝爵,31.262811,121.616925
同华大厦,31.259645,121.616789
联创国际,31.258985,121.616225
锦西路六十三弄住宅小区,31.283051,121.518804
沿港河畔家园,30.966778,121.519912
正阳世纪星城芳邻苑,30.919998,121.484931
正阳TOP,30.913691,121.486627
天健萃园,30.961746,121.813857
前滩东方逸品,31.157671,121.482705
"新建路49号,55号小区",31.179155,121.752786
瑞和上海印象,30.901185,121.74955
中粮前滩海景壹号,31.16645,121.487516
沈阳路150号小区,31.26634,121.541877
嘉宝前滩后院,31.160784,121.519255
东林路318-326号小区,31.412434,121.499257
学前街13-15号小区,31.352783,121.589001
南塘浜路113-121号小区,31.209515,121.479327
新建路42号小区,31.179059,121.751865
威海路163号小区,31.233522,121.474633
"云莲路325,327号",31.184245,121.512932
西大街181号小区,31.12367,121.57743
朝农新村,31.102898,121.84244
桐南美麓(公寓),30.960655,121.493767
宝龙世家,30.874094,121.856528
凤城路42号小区,31.283287,121.53066
国顺路131弄小区,31.29529,121.520684
禹洲雍贤府,30.979903,121.522025
民星路408弄小区,31.318076,121.54381
爱盛家园东苑,31.059925,121.774422
浦纳逸墅,30.918867,121.822203
盛世荟庭,31.063209,121.783844
控江路200号小区,31.294172,121.551676
世嘉园(一期),31.318428,121.510788
嘉和美苑,30.904855,121.932187
复旦第二宿舍,31.298274,121.513537
柳埠小区,31.269004,121.58741
宝华海尚郡领(别墅),31.184152,121.551724
尚滨江,31.218083,121.520195
天都花苑(南区),31.991688,120.897858
朱家园(崇川),32.014665,120.867398
城市名人花园,32.025555,120.893457
江海名苑,32.021335,120.87534
望江楼新村,32.024211,120.883247
中南世纪新城,31.991142,120.920737
军山汇贤居(别墅),31.947569,120.919807
帝奥北城名郡(一期),32.053325,120.878883
鹏欣高迪晶城,32.038345,120.830303
城北新村(西区),31.907202,121.175393
港南小区(东区),31.886433,121.167108
城河新村(北区),31.812577,121.656325
善成新村(北区),31.820458,121.648183
龙豪海景湾(别墅),31.913245,121.846868
滨江花苑(一期),32.054422,120.746505
枫华富地花园(南区),30.165472,121.249413
栖凤西路,32.105522,120.737679
天霞苑,32.097362,121.102137
天熹苑,32.095411,121.108394
华山花苑(四期),32.068248,121.061194
城市花苑(通州),32.093744,121.085566
天晖苑,32.090905,121.106185
宁兴掌尚名筑一期,30.120176,121.454024
宁兴掌尚名筑三期,30.120176,121.454024
环球广场,31.249919,121.539895
银杨大厦,31.280291,121.52101
浦东南路2054弄小区,31.217162,121.523324
紫光大厦,31.235286,121.517453
华钜御庭(三期公寓),31.062158,121.776788
汇福家园祥和里(东),31.100048,121.609631
汇福家园祥和里(西),31.100457,121.608652
妙境路627弄小区,31.195486,121.698123
东方国际广场(商住楼),31.388988,121.000591
儒商公馆,31.345633,120.934934
共青新村C区,31.384392,120.925454
龙城雅居(别墅),31.393725,120.895385
奥体新城尚府,32.525272,120.469017
东义路21弄小区,31.353582,121.592243
南方国际,30.921661,121.489273
新中源大楼,31.277596,121.545666
阳光花城(别墅),31.213955,121.630405
华侨城O&#039;LOFT,31.098787,121.500071
长泰公馆(别墅),31.031096,121.59556
阜兴世纪公馆,31.230707,121.536121
控江路1525弄小区,31.280722,121.528014
城基路71弄小区,31.051454,121.757569
鸿宝二村南区,30.994689,121.436319
鸿宝二村北区,30.994948,121.436199
银亿公园壹号,31.216866,121.557668
黄兴路118号小区,31.27708,121.539133
世茂湖滨花园(别墅),31.2363,121.582922
信罗大厦,31.251684,121.569569
凤凰大楼,31.280992,121.520725
汇福馨苑,30.897004,121.173269
秋月朗庭尚东区,30.929518,121.527777
海港瑞和家园,30.901131,121.749559
尚景丽园,31.127118,121.580556
嘉禄公寓,31.265618,121.527559
禹洲金桂里,30.979535,121.522224
民乐城汇雅苑,31.075835,121.757981
银鹿大厦,31.267017,121.5398
万科金色里程(别墅),31.168117,121.535
龙居大厦,31.262898,121.56477
吉园坊,31.02985,121.744406
东原瑞景嘉苑,30.94506,121.52432
碧云壹零,30.909195,121.90611
凯德新视界(二期),30.9673,121.816153
鹤沙航城瑞祥苑,31.080636,121.615829
晶耀名邸,31.159641,121.482359
万科金域澜湾,30.921373,121.930474
汤巷雅苑,31.141919,121.611984
海汇丰泽苑,30.870029,121.863684
新光大楼,31.232478,121.524637
聚祥苑,30.872193,121.575263
新塘桥生活广场,31.216341,121.524896
打虎大楼,31.27816,121.515968
阳明花园广场,31.34132,121.598476
爱联大厦,31.279683,121.51454
金源商厦,31.123587,121.58191
新明大楼,31.23239,121.525145
汤臣商务中心,31.230522,121.518341
贵人大厦,31.276488,121.514164
展峰大楼,31.177827,121.515033
百舸商务酒店公寓,31.254707,121.590258
云台大厦,31.187321,121.508424
上南大厦,31.187783,121.508065
海阳一村,31.16043,121.503422
万昌大厦,31.289555,121.536958
仁恒广场,31.215193,121.520334
金谷商厦,31.203992,121.514136
三峰大厦,31.278969,121.519292
生茂养园,31.048138,121.597046
金隆置地大厦,31.24678,121.52822
营口大厦,31.298791,121.540502
VIP大厦,31.247199,121.53216
控江路129弄小区,31.292423,121.552243
潼港五村(北区),31.351251,121.57736
潼港六村(北区),31.351207,121.57669
建华铂中环,31.154827,121.571683
龙江路130弄小区,31.260703,121.535033
君子兰苑,31.377638,120.86558
长寿路66号小区,31.181294,120.907593
逸泾新村,31.29134,120.965908
